Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
2024-08-15,11:00:00,,,Import Growth (YoY) (Jul),11.07%,0.04%,7.58%
2024-08-15,11:00:00,,,Trade Balance (Jul),0.47B,2.45B,2.39B
2024-08-21,14:20:00,,,Loans (YoY) (Jul),12.40%,,12.36%
2024-08-21,14:30:00,,,Interest Rate Decision,6.25%,6.25%,6.25%
2024-08-21,14:30:00,,,Deposit Facility Rate (Aug),5.50%,5.50%,5.50%
2024-08-21,14:30:00,,,Lending Facility Rate (Aug),7.00%,7.00%,7.00%
2024-08-22,11:00:00,,,Balance of Payments (EUR) (Q2),-0.6B,,-6.0B
2024-08-22,11:00:00,,,Current Account % of GDP (Q2),-0.90%,,-0.60%
2024-08-23,10:00:00,,,M2 Money Supply (YoY) (Jul),7.40%,,7.70%
2024-09-02,11:00:00,,,Core Inflation (YoY) (Aug),2.02%,1.98%,1.95%
2024-09-02,11:00:00,,,Inflation (YoY) (Aug),2.12%,2.12%,2.13%
2024-09-02,11:00:00,,,Inflation (MoM) (Aug),-0.03%,0.00%,-0.18%
2024-09-06,10:35:00,,,FX Reserves (USD) (Aug),150.20B,,145.40B
2024-09-09,09:45:00,,,Motorbike Sales (YoY) (Aug),7.40%,,26.00%
2024-09-09,10:20:00,,,Car Sales (YoY) (Aug),-14.20%,,-7.90%
2024-09-09,11:00:00,,,Consumer Confidence (Aug),124.4,,123.4
2024-09-10,10:00:00,,,Retail Sales (YoY) (Jul),4.50%,,2.70%
2024-09-16,All Day,,,Indonesia - Mawlid-al-Nabi,,,
2024-09-17,11:00:00,,,Export Growth (YoY) (Aug),7.13%,3.83%,6.60%
2024-09-17,11:00:00,,,Import Growth (YoY) (Aug),9.46%,8.15%,11.07%
2024-09-17,11:00:00,,,Trade Balance (Aug),2.89B,1.96B,0.50B
2024-09-18,14:30:00,,,Interest Rate Decision,6.00%,6.25%,6.25%
2024-09-18,14:30:00,,,Deposit Facility Rate (Sep),5.25%,5.50%,5.50%
2024-09-18,14:30:00,,,Lending Facility Rate (Sep),6.75%,7.00%,7.00%
2024-09-18,14:30:00,,,Loans (YoY) (Aug),11.40%,,12.40%
2024-09-23,11:00:00,,,M2 Money Supply (YoY) (Aug),7.30%,,7.60%
2024-10-01,11:00:00,,,Core Inflation (YoY) (Sep),2.09%,,2.02%
2024-10-01,11:00:00,,,Inflation (YoY) (Sep),1.84%,,2.12%
2024-10-01,11:00:00,,,Inflation (MoM) (Sep),-0.12%,,-0.03%
2024-10-07,11:00:00,,,FX Reserves (USD) (Sep),149.90B,,150.20B
2024-10-08,09:40:00,,,Motorbike Sales (YoY) (Sep),3.70%,,7.40%
2024-10-08,10:00:00,,,Consumer Confidence (Sep),123.5,,124.4
2024-10-09,09:15:00,,,Car Sales (YoY) (Sep),-9.10%,,-14.20%
2024-10-09,10:45:00,,,Retail Sales (YoY) (Aug),5.80%,,4.50%
2024-10-15,11:00:00,,,Export Growth (YoY) (Sep),6.44%,8.00%,6.56%
2024-10-15,11:00:00,,,Import Growth (YoY) (Sep),8.55%,11.80%,9.46%
2024-10-15,11:00:00,,,Trade Balance (Sep),3.26B,2.83B,2.78B
2024-10-15,13:00:00,,,Foreign Direct Investment (YoY) (Q3),18.60%,,16.60%
2024-10-16,14:30:00,,,Interest Rate Decision,6.00%,6.00%,6.00%
2024-10-16,14:30:00,,,Deposit Facility Rate (Oct),5.25%,5.25%,5.25%
2024-10-16,14:30:00,,,Lending Facility Rate (Oct),6.75%,6.75%,6.75%
2024-10-16,14:30:00,,,Loans (YoY) (Sep),10.85%,,11.40%
2024-10-22,10:00:00,,,M2 Money Supply (YoY) (Sep),7.20%,,7.30%
2024-11-01,09:00:00,,,Core Inflation (YoY) (Oct),2.21%,2.10%,2.09%
2024-11-01,09:00:00,,,Inflation (YoY) (Oct),1.71%,1.70%,1.84%
2024-11-01,09:00:00,,,Inflation (MoM) (Oct),0.08%,0.00%,-0.12%
2024-11-05,11:00:00,,,GDP (YoY) (Q3),4.95%,5.00%,5.05%
2024-11-05,11:00:00,,,GDP (QoQ) (Q3),1.50%,1.60%,3.79%
2024-11-07,10:00:00,,,FX Reserves (USD) (Oct),151.20B,,149.90B
2024-11-08,14:40:00,,,Motorbike Sales (YoY) (Sep),5.40%,,3.70%
2024-11-11,11:00:00,,,Car Sales (YoY) (Oct),-3.90%,,-9.10%
2024-11-11,11:00:00,,,Consumer Confidence (Oct),121.1,,123.5
2024-11-12,11:00:00,,,Retail Sales (YoY) (Sep),4.80%,,5.80%
2024-11-15,09:00:00,,,Export Growth (YoY) (Oct),10.25%,3.84%,6.31%
2024-11-15,09:00:00,,,Import Growth (YoY) (Oct),17.49%,7.10%,8.55%
2024-11-15,09:00:00,,,Trade Balance (Oct),2.47B,3.05B,3.23B
2024-11-20,14:30:00,,,Interest Rate Decision,6.00%,6.00%,6.00%
2024-11-20,14:30:00,,,Deposit Facility Rate (Nov),5.25%,,5.25%
2024-11-20,14:30:00,,,Lending Facility Rate (Nov),6.75%,,6.75%
2024-11-20,14:30:00,,,Loans (YoY) (Oct),10.92%,,10.85%
2024-11-21,10:00:00,,,Balance of Payments (EUR) (Q3),5.9B,,-0.6B
2024-11-21,10:00:00,,,Current Account % of GDP (Q3),-0.60%,,-0.90%
2024-11-22,10:00:00,,,M2 Money Supply (YoY) (Oct),6.70%,,7.20%
2024-11-27,All Day,,,Indonesia - Regional Election Day,,,
2024-12-02,11:00:00,,,Core Inflation (YoY) (Nov),2.26%,2.20%,2.21%
2024-12-02,11:00:00,,,Inflation (YoY) (Nov),1.55%,1.50%,1.71%
2024-12-02,11:00:00,,,Inflation (MoM) (Nov),0.30%,0.26%,0.08%
2024-12-06,10:00:00,,,FX Reserves (USD) (Nov),150.20B,,151.20B
2024-12-09,10:00:00,,,Consumer Confidence (Nov),125.9,,121.1
2024-12-09,10:00:00,,,Motorbike Sales (YoY) (Nov),-10.30%,,5.40%
2024-12-10,10:00:00,,,Retail Sales (YoY) (Oct),1.50%,,4.80%
2024-12-10,11:00:00,,,Car Sales (YoY) (Nov),-11.90%,,-3.90%
2024-12-16,11:00:00,,,Export Growth (YoY) (Nov),9.14%,4.92%,10.28%
2024-12-16,11:00:00,,,Import Growth (YoY) (Nov),0.01%,6.15%,17.49%
2024-12-16,11:00:00,,,Trade Balance (Nov),4.42B,2.21B,2.48B
2024-12-18,14:20:00,,,Loans (YoY) (Nov),10.79%,,10.92%
2024-12-18,14:30:00,,,Interest Rate Decision,6.00%,6.00%,6.00%
2024-12-18,14:30:00,,,Deposit Facility Rate (Dec),5.25%,5.25%,5.25%
2024-12-18,14:30:00,,,Lending Facility Rate (Dec),6.75%,6.75%,6.75%
2024-12-23,11:00:00,,,M2 Money Supply (YoY) (Nov),7.00%,,6.80%
2024-12-25,All Day,,,Indonesia - Christmas,,,
2024-12-26,All Day,,,Indonesia - Christmas,,,
2025-01-01,All Day,,,Indonesia - New Year's Day,,,
2025-01-02,11:00:00,,,Core Inflation (YoY) (Dec),2.26%,2.28%,2.26%
2025-01-02,11:00:00,,,Inflation (YoY) (Dec),1.57%,1.60%,1.55%
2025-01-02,11:00:00,,,Inflation (MoM) (Dec),0.44%,0.44%,0.30%
2025-01-08,10:00:00,,,FX Reserves (USD) (Dec),155.70B,,150.20B
2025-01-09,10:00:00,,,Consumer Confidence (Dec),127.7,,125.9
2025-01-10,06:30:00,,,Motorbike Sales (YoY) (Dec),-5.50%,,-10.30%
2025-01-10,10:00:00,,,Retail Sales (YoY) (Nov),0.90%,,1.50%
2025-01-10,11:00:00,,,Car Sales (YoY) (Dec),-6.40%,,-11.90%
2025-01-15,11:00:00,,,Export Growth (YoY) (Dec),4.78%,7.38%,9.10%
2025-01-15,11:00:00,,,Import Growth (YoY) (Dec),11.07%,4.84%,0.01%
2025-01-15,11:00:00,,,Trade Balance (Dec),2.24B,3.79B,4.37B
2025-01-15,14:20:00,,,Loans (YoY) (Dec),10.39%,,10.79%
2025-01-15,14:30:00,,,Interest Rate Decision,5.75%,6.00%,6.00%
2025-01-15,14:30:00,,,Deposit Facility Rate (Jan),5.00%,5.25%,5.25%
2025-01-15,14:30:00,,,Lending Facility Rate (Jan),6.50%,6.75%,6.75%
2025-01-23,10:00:00,,,M2 Money Supply (YoY) (Dec),4.40%,,6.50%
2025-01-27,All Day,,,Indonesia - Al Isra' wal-Mi'raj,,,
2025-01-28,All Day,,,Indonesia - Chinese New Year,,,
2025-01-29,All Day,,,Indonesia - Chinese New Year,,,
2025-01-31,11:30:00,,,Foreign Direct Investment (YoY) (Q4),33.30%,,18.60%
2025-02-03,11:00:00,,,Core Inflation (YoY) (Jan),2.36%,2.30%,2.26%
2025-02-03,11:00:00,,,Inflation (YoY) (Jan),0.76%,1.88%,1.57%
2025-02-03,11:00:00,,,Inflation (MoM) (Jan),-0.76%,0.32%,0.44%
2025-02-05,11:00:00,,,GDP (YoY) (Q4),5.02%,4.98%,4.95%
2025-02-05,11:00:00,,,GDP (QoQ) (Q4),0.53%,0.56%,1.50%
2025-02-05,11:00:00,,,GDP Annual,5.03%,,5.05%
2025-02-07,10:00:00,,,FX Reserves (USD) (Jan),156.10B,,155.70B
2025-02-09,09:30:00,,,Motorbike Sales (YoY) (Jan),-6.00%,,-5.50%
2025-02-11,10:00:00,,,Consumer Confidence (Jan),127.2,,127.7
2025-02-11,11:00:00,,,Car Sales (YoY) (Jan),-11.30%,,-6.40%
2025-02-12,10:00:00,,,Retail Sales (YoY) (Dec),1.80%,,0.90%
2025-02-17,11:00:00,,,Export Growth (YoY) (Jan),4.68%,6.99%,4.78%
2025-02-17,11:00:00,,,Import Growth (YoY) (Jan),-2.67%,9.95%,11.07%
2025-02-17,11:00:00,,,Trade Balance (Jan),3.45B,1.91B,2.24B
2025-02-19,14:20:00,,,Loans (YoY) (Jan),10.27%,,10.39%
2025-02-19,14:30:00,,,Interest Rate Decision,5.75%,5.75%,5.75%
2025-02-19,14:30:00,,,Deposit Facility Rate (Feb),5.00%,5.00%,5.00%
2025-02-19,14:30:00,,,Lending Facility Rate (Feb),6.50%,6.50%,6.50%
2025-02-20,10:00:00,,,Balance of Payments (EUR) (Q4),7.9B,,5.9B
2025-02-20,10:00:00,,,Current Account % of GDP (Q4),-0.30%,,-0.60%
2025-02-24,10:00:00,,,M2 Money Supply (YoY) (Jan),5.90%,,4.40%
2025-03-03,11:00:00,,,Core Inflation (YoY) (Feb),2.48%,2.45%,2.36%
2025-03-03,11:00:00,,,Inflation (YoY) (Feb),-0.09%,0.41%,0.76%
2025-03-03,11:00:00,,,Inflation (MoM) (Feb),-0.48%,0.02%,-0.76%
2025-03-07,10:00:00,,,FX Reserves (USD) (Feb),154.50B,,156.10B
2025-03-10,11:00:00,,,Motorbike Sales (YoY) (Feb),4.00%,,-5.50%
2025-03-11,10:00:00,,,Consumer Confidence (Feb),126.4,,127.2
2025-03-11,11:00:00,,,Car Sales (YoY) (Feb),2.20%,,-11.30%
2025-03-12,14:00:00,,,Retail Sales (YoY) (Jan),0.50%,,1.80%
2025-03-17,11:00:00,,,Export Growth (YoY) (Feb),14.05%,9.10%,4.68%
2025-03-17,11:00:00,,,Import Growth (YoY) (Feb),2.30%,0.60%,-2.67%
2025-03-17,11:00:00,,,Trade Balance (Feb),3.12B,2.45B,3.49B
2025-03-19,14:20:00,,,Loans (YoY) (Feb),10.30%,,10.27%
2025-03-19,14:30:00,,,Interest Rate Decision,5.75%,5.75%,5.75%
2025-03-19,14:30:00,,,Deposit Facility Rate (Mar),5.00%,5.00%,5.00%
2025-03-19,14:30:00,,,Lending Facility Rate (Mar),6.50%,6.50%,6.50%
2025-03-21,11:00:00,,,M2 Money Supply (YoY) (Feb),5.70%,,5.50%
2025-03-28,All Day,,,Indonesia - Hindu Saka New Year,,,
2025-03-31,All Day,,,Indonesia - Eid al-Fitr,,,
2025-04-01,All Day,,,Indonesia - Eid al-Fitr,,,
2025-04-02,All Day,,,Indonesia - Eid al-Fitr,,,
2025-04-03,All Day,,,Indonesia - Eid al-Fitr,,,
2025-04-04,All Day,,,Indonesia - Eid al-Fitr,,,
2025-04-07,All Day,,,Indonesia - Eid al-Fitr,,,
2025-04-08,11:00:00,,,Core Inflation (YoY) (Mar),2.48%,2.50%,2.48%
2025-04-08,11:00:00,,,Inflation (YoY) (Mar),1.03%,1.16%,-0.09%
2025-04-08,11:00:00,,,Inflation (MoM) (Mar),1.65%,1.79%,-0.48%
2025-04-14,10:00:00,,,FX Reserves (USD) (Mar),157.10B,,154.50B
2025-04-14,10:00:00,,,Motorbike Sales (YoY) (Mar),-7.20%,,4.00%
2025-04-15,08:00:00,,,Car Sales (YoY) (Mar),-5.10%,,2.20%
2025-04-15,10:00:00,,,Consumer Confidence (Mar),121.1,,126.4
2025-04-16,10:00:00,,,Retail Sales (YoY) (Feb),2.00%,,0.50%
2025-04-18,All Day,,,Indonesia - Good Friday,,,
2025-04-21,11:00:00,,,Export Growth (YoY) (Mar),3.16%,-3.40%,13.86%
2025-04-21,11:00:00,,,Import Growth (YoY) (Mar),5.34%,6.60%,2.30%
2025-04-21,11:00:00,,,Trade Balance (Mar),4.33B,2.64B,3.10B
2025-04-23,14:20:00,,,Loans (YoY) (Mar),9.16%,,10.30%
2025-04-23,14:30:00,,,Interest Rate Decision,5.75%,5.75%,5.75%
2025-04-23,14:30:00,,,Deposit Facility Rate (Apr),5.00%,,5.00%
2025-04-23,14:30:00,,,Lending Facility Rate (Apr),6.50%,,6.50%
2025-04-24,17:00:00,,,M2 Money Supply (YoY) (Mar),6.10%,,6.20%
2025-04-29,12:40:00,,,Foreign Direct Investment (YoY) (Q1),12.70%,,33.30%
2025-05-01,All Day,,,Indonesia - Labor Day,,,
2025-05-02,11:00:00,,,Core Inflation (YoY) (Apr),2.50%,,2.48%
2025-05-02,11:00:00,,,Inflation (YoY) (Apr),1.95%,,1.03%
2025-05-02,11:00:00,,,Inflation (MoM) (Apr),1.17%,,1.65%
2025-05-05,11:00:00,,,GDP (YoY) (Q1),4.87%,4.91%,5.02%
2025-05-05,11:00:00,,,GDP (QoQ) (Q1),-0.98%,-0.89%,0.53%
2025-05-08,10:00:00,,,FX Reserves (USD) (Apr),152.50B,,157.10B
2025-05-08,21:30:00,,,Motorbike Sales (YoY) (Apr),3.00%,,-7.20%
2025-05-09,10:00:00,,,Consumer Confidence (Apr),121.7,,121.1
2025-05-12,All Day,,,Indonesia - Vesak Day,,,
2025-05-13,All Day,,,Indonesia - Vesak Day,,,
2025-05-14,10:00:00,,,Retail Sales (YoY) (Mar),5.50%,,2.00%
2025-05-14,11:00:00,,,Car Sales (YoY) (Apr),5.00%,,-5.10%
2025-05-21,14:20:00,,,Loans (YoY) (Apr),8.88%,,9.16%
2025-05-21,14:30:00,,,Interest Rate Decision,5.50%,5.50%,5.75%
2025-05-21,14:30:00,,,Deposit Facility Rate (May),4.75%,4.75%,5.00%
2025-05-21,14:30:00,,,Lending Facility Rate (May),6.25%,6.25%,6.50%
2025-05-22,11:00:00,,,Balance of Payments (EUR) (Q1),-0.8B,,7.9B
2025-05-22,11:00:00,,,Current Account % of GDP (Q1),-0.10%,,-0.30%
2025-05-23,11:00:00,,,M2 Money Supply (YoY) (Apr),5.20%,,6.10%
2025-05-29,All Day,,,Indonesia - Ascension Day,,,
2025-05-30,All Day,,,Indonesia - Ascension Day,,,
2025-06-02,11:00:00,,,Core Inflation (YoY) (May),2.40%,2.50%,2.50%
2025-06-02,11:00:00,,,Export Growth (YoY) (Apr),5.76%,5.76%,3.16%
2025-06-02,11:00:00,,,Import Growth (YoY) (Apr),21.84%,7.75%,5.34%
2025-06-02,11:00:00,,,Inflation (YoY) (May),1.60%,1.94%,1.95%
2025-06-02,11:00:00,,,Inflation (MoM) (May),-0.37%,-0.01%,1.17%
2025-06-02,11:00:00,,,Trade Balance (Apr),0.15B,3.04B,4.33B
2025-06-06,All Day,,,Indonesia - Eid al-Adha,,,
2025-06-09,All Day,,,Indonesia - Eid al-Adha,,,
2025-06-10,10:00:00,,,FX Reserves (USD) (May),152.50B,,152.50B
2025-06-11,10:00:00,,,Motorbike Sales (YoY) (May),-0.10%,,-3.00%
2025-06-11,13:00:00,,,Car Sales (YoY) (May),-16.10%,,5.00%
2025-06-12,10:00:00,,,Consumer Confidence (May),117.5,,121.7
2025-06-13,10:00:00,,,Retail Sales (YoY) (Apr),-0.30%,,5.50%
2025-06-18,14:30:00,,,Interest Rate Decision,5.50%,5.50%,5.50%
2025-06-18,14:30:00,,,Deposit Facility Rate (Jun),4.75%,4.75%,4.75%
2025-06-18,14:30:00,,,Lending Facility Rate (Jun),6.25%,6.25%,6.25%
2025-06-18,14:30:00,,,Loans (YoY) (May),8.43%,,8.88%
2025-06-23,11:00:00,,,M2 Money Supply (YoY) (May),4.90%,,5.20%
2025-06-27,All Day,,,Indonesia - Islamic New Year (Hijri),,,
2025-07-01,11:00:00,,,Core Inflation (YoY) (Jun),2.37%,2.44%,2.40%
2025-07-01,11:00:00,,,Export Growth (YoY) (May),9.68%,1.00%,5.76%
2025-07-01,11:00:00,,,Import Growth (YoY) (May),4.14%,-0.10%,21.84%
2025-07-01,11:00:00,,,Inflation (YoY) (Jun),1.87%,1.83%,1.60%
2025-07-01,11:00:00,,,Inflation (MoM) (Jun),0.19%,0.15%,-0.37%
2025-07-01,11:00:00,,,Trade Balance (May),4.30B,2.40B,0.15B
2025-07-07,10:00:00,,,FX Reserves (USD) (Jun),152.60B,,152.50B
2025-07-07,12:25:00,,,Motorbike Sales (YoY) (Jun),-0.30%,,-0.10%
2025-07-08,10:00:00,,,Consumer Confidence (Jun),117.8,,117.5
2025-07-09,10:00:00,,,Retail Sales (YoY) (May),1.90%,,-0.30%
2025-07-09,11:00:00,,,Car Sales (YoY) (Jun),-22.60%,,-16.10%
2025-07-16,14:30:00,,,Interest Rate Decision,5.25%,5.25%,5.50%
2025-07-16,14:30:00,,,Deposit Facility Rate (Jul),4.50%,4.50%,4.75%
2025-07-16,14:30:00,,,Lending Facility Rate (Jul),6.00%,6.00%,6.25%
2025-07-16,14:30:00,,,Loans (YoY) (Jun),7.77%,,8.43%
2025-07-22,10:00:00,,,M2 Money Supply (YoY) (Jun),6.50%,,4.90%
2025-07-29,10:00:00,,,Foreign Direct Investment (YoY) (Q2),-7.00%,,12.70%
2025-08-01,09:00:00,,,Core Inflation (YoY) (Jul),2.32%,2.37%,2.37%
2025-08-01,09:00:00,,,Export Growth (YoY) (Jun),11.29%,12.20%,9.68%
2025-08-01,09:00:00,,,Import Growth (YoY) (Jun),4.28%,6.50%,4.14%
2025-08-01,09:00:00,,,Inflation (YoY) (Jul),2.37%,2.24%,1.87%
2025-08-01,09:00:00,,,Inflation (MoM) (Jul),0.30%,0.21%,0.19%
2025-08-01,09:00:00,,,Trade Balance (Jun),4.11B,3.55B,4.30B
2025-08-05,11:00:00,,,GDP (YoY) (Q2),5.12%,4.80%,4.87%
2025-08-05,11:00:00,,,GDP (QoQ) (Q2),4.04%,3.70%,-0.98%
2025-08-07,10:00:00,,,FX Reserves (USD) (Jul),152.00B,,152.60B
2025-08-08,08:00:00,,,Motorbike Sales (YoY) (Jul),-2.00%,,-0.30%
2025-08-08,10:00:00,,,Consumer Confidence (Jul),118.1,,117.8
2025-08-11,10:00:00,,,Retail Sales (YoY) (Jun),1.30%,,1.90%
2025-08-11,17:00:00,,,Car Sales (YoY) (Jul),-18.40%,,-22.60%
2025-08-18,All Day,,,Indonesia - Independence Day,,,
2025-08-20,14:30:00,,,Interest Rate Decision,5.00%,5.25%,5.25%
2025-08-20,14:30:00,,,Deposit Facility Rate (Aug),4.25%,4.50%,4.50%
2025-08-20,14:30:00,,,Lending Facility Rate (Aug),5.75%,6.00%,6.00%
2025-08-20,14:30:00,,,Loans (YoY) (Jul),7.03%,,7.77%
2025-08-21,10:00:00,,,Balance of Payments (EUR) (Q2),-6.7B,,-0.8B
2025-08-21,10:00:00,,,Current Account % of GDP (Q2),-0.80%,,-0.10%
2025-08-22,11:00:00,,,M2 Money Supply (YoY) (Jul),6.50%,,6.40%
