-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                 aten::sigmoid_backward         0.02%       1.583ms         0.02%       1.583ms       3.598us       1.72 MB       1.72 MB           440  
autograd::engine::evaluate_function: MseLossBackward...         0.02%       1.578ms         0.13%       8.345ms      18.966us      54.88 KB           0 B           440  
                                       MseLossBackward0         0.02%       1.551ms         0.10%       6.767ms      15.379us      54.88 KB           0 B           440  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.528ms         0.17%      11.183ms      12.708us           0 B      -3.43 MB           880  
                                             aten::mean         0.02%       1.498ms         0.11%       7.306ms      16.605us           0 B        -656 B           440  
                                         SliceBackward0         0.02%       1.307ms         0.15%       9.655ms      10.972us       3.43 MB           0 B           880  
                                  ReshapeAliasBackward0         0.02%       1.252ms         0.06%       3.953ms       2.246us           0 B           0 B          1760  
                                aten::new_empty_strided         0.02%       1.071ms         0.03%       1.685ms       3.829us           0 B           0 B           440  
                                              aten::abs         0.02%       1.037ms         0.02%       1.037ms       2.357us           0 B           0 B           440  
                                       SigmoidBackward0         0.01%     907.359us         0.04%       2.490ms       5.660us       1.72 MB           0 B           440  
autograd::engine::evaluate_function: SigmoidBackward...         0.01%     888.684us         0.05%       3.379ms       7.680us      -1.72 MB      -3.43 MB           440  
                                aten::broadcast_tensors         0.01%     883.643us         0.01%     883.643us       2.008us           0 B           0 B           440  
                                        aten::ones_like         0.01%     818.373us         0.04%       2.688ms       6.110us       1.72 KB           0 B           440  
                                         CloneBackward0         0.01%     781.673us         0.01%     781.673us       0.296us           0 B           0 B          2640  
                                       aten::is_nonzero         0.01%     583.833us         0.02%       1.589ms       2.942us           0 B           0 B           540  
                                          aten::view_as         0.01%     525.590us         0.01%     880.048us       1.630us           0 B           0 B           540  
                                         aten::randperm         0.01%     403.576us         0.01%     832.799us      20.820us     219.53 KB        -160 B            40  
                              aten::cudnn_is_acceptable         0.01%     332.298us         0.01%     332.298us       0.615us           0 B           0 B           540  
                                          aten::random_         0.00%     143.508us         0.00%     143.508us       7.175us           0 B           0 B            20  
                                      aten::resolve_neg         0.00%      22.862us         0.00%      22.862us       0.104us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.444s
